{'en': '49.09090909090909', 'fr': '50.90909090909091'}
{'en': '40.0', 'nl': '60.0'}
{'en': '55.81395348837209', 'nl': '44.18604651162791'}
{'en': '58.97435897435898'}
{'en': '77.25118483412322'}
{'en': '64.70588235294117'}
{'en': '57.142857142857146'}
{'en': '56.36363636363637'}
{'en': '47.82608695652174'}
{'en': '60.33057851239669'}
{'en': '65.95744680851064'}
{'en': '46.06741573033708'}
{'en': '51.02040816326531'}
{'en': '65.75342465753424', 'fr': '34.24657534246576'}
{'en': '55.172413793103445', 'fr': '44.827586206896555'}
{'en': '65.75342465753424', 'fr': '34.24657534246576'}
{'en': '53.333333333333336', 'fr': '46.666666666666664'}
{'en': '35.82089552238806', 'fr': '64.17910447761194'}
{'en': '44.03669724770643', 'fr': '55.96330275229357'}
{'en': '53.93258426966292', 'fr': '46.06741573033708'}
{'en': '40.0', 'fr': '60.0'}
{'en': '69.56521739130434', 'fr': '30.434782608695656'}
{'en': '32.432432432432435', 'fr': '67.56756756756756'}
{'en': '30.573248407643312', 'sk': '69.42675159235668'}
{'en': '45.714285714285715', 'sk': '54.285714285714285'}
{'en': '50.0', 'sk': '50.0'}
{'en': '44.44444444444444', 'sk': '55.55555555555556'}
{'en': '52.74725274725275', 'sk': '47.25274725274725'}
{'en': '58.536585365853654', 'sk': '41.463414634146346'}
{'en': '57.14285714285714', 'sk': '42.85714285714286'}
{'en': '44.03669724770643', 'sk': '55.96330275229357'}
{'en': '59.25925925925925', 'sk': '40.74074074074075'}
{'en': '67.6056338028169', 'sk': '32.3943661971831'}
{'en': '64.86486486486487', 'sl': '35.13513513513513'}
{'en': '33.33333333333333', 'sl': '66.66666666666667'}
{'en': '32.87671232876712', 'sl': '67.12328767123287'}
{'en': '55.172413793103445', 'sl': '44.827586206896555'}
{'en': '45.28301886792453', 'sl': '54.71698113207547'}
{'en': '68.57142857142857', 'sl': '31.42857142857143'}
{'en': '46.15384615384615', 'sl': '53.84615384615385'}
{'en': '53.333333333333336', 'sl': '46.666666666666664'}
{'en': '52.74725274725275', 'sl': '47.25274725274725'}
{'en': '64.0', 'sl': '36.0'}
{'en': '55.81395348837209', 'it': '44.18604651162791'}
{'en': '52.74725274725275', 'it': '47.25274725274725'}
{'en': '23.414634146341466', 'it': '76.58536585365853'}
{'en': '49.48453608247423', 'it': '50.51546391752577'}
{'en': '66.66666666666666', 'it': '33.33333333333334'}
{'en': '20.253164556962027', 'it': '79.74683544303798'}
{'en': '42.857142857142854', 'it': '57.142857142857146'}
{'en': '62.33766233766234', 'it': '37.66233766233766'}
{'en': '55.81395348837209', 'it': '44.18604651162791'}
{'en': '62.33766233766234', 'it': '37.66233766233766'}
{'en': '29.09090909090909', 'de': '70.9090909090909'}
{'en': '45.714285714285715', 'de': '54.285714285714285'}
{'en': '67.6056338028169', 'de': '32.3943661971831'}
{'en': '26.96629213483146', 'de': '73.03370786516854'}
{'en': '48.484848484848484', 'de': '51.515151515151516'}
{'en': '55.81395348837209', 'de': '44.18604651162791'}
{'en': '40.0', 'de': '60.0'}
{'en': '60.0', 'de': '40.0'}
{'en': '45.28301886792453', 'de': '54.71698113207547'}
{'en': '67.6056338028169', 'de': '32.3943661971831'}
{'en': '47.524752475247524', 'es': '52.475247524752476'}
{'en': '16.05351170568562', 'es': '83.94648829431438'}
{'en': '35.82089552238806', 'es': '64.17910447761194'}
{'en': '54.54545454545454', 'es': '45.45454545454546'}
{'en': '60.75949367088608', 'es': '39.24050632911392'}
{'en': '29.268292682926827', 'es': '70.73170731707317'}
{'en': '50.526315789473685', 'es': '49.473684210526315'}
{'en': '50.0', 'es': '50.0'}
{'en': '46.601941747572816', 'es': '53.398058252427184'}
{'en': '51.61290322580645', 'es': '48.38709677419355'}
{'en': '56.470588235294116', 'nl': '43.529411764705884'}
{'en': '44.44444444444444', 'nl': '55.55555555555556'}
{'en': '53.93258426966292', 'nl': '46.06741573033708'}
{'en': '35.82089552238806', 'nl': '64.17910447761194'}
{'en': '61.53846153846154', 'nl': '38.46153846153846'}
{'en': '66.66666666666666', 'nl': '33.33333333333334'}
{'en': '45.28301886792453', 'nl': '54.71698113207547'}
{'en': '38.4', 'nl': '61.6'}
{'en': '28.915662650602407', 'nl': '71.0843373493976'}
{'en': '44.44444444444444', 'nl': '55.55555555555556'}
{'fr': '47.706422018348626', 'en': '52.293577981651374'}
{'fr': '41.6', 'en': '58.4'}
{'fr': '59.09090909090909', 'en': '40.90909090909091'}
{'fr': '41.6', 'en': '58.4'}
{'fr': '63.41463414634146', 'en': '36.58536585365854'}
{'fr': '20.155038759689923', 'en': '79.84496124031008'}
{'fr': '25.365853658536587', 'en': '74.6341463414634'}
{'fr': '58.42696629213483', 'en': '41.57303370786517'}
{'fr': '72.22222222222221', 'en': '27.777777777777786'}
{'fr': '38.23529411764706', 'en': '61.76470588235294'}
{'fr': '67.53246753246754', 'sk': '32.467532467532465'}
{'fr': '22.608695652173914', 'sk': '77.3913043478261'}
{'fr': '53.608247422680414', 'sk': '46.391752577319586'}
{'fr': '44.827586206896555', 'sk': '55.172413793103445'}
{'fr': '56.52173913043478', 'sk': '43.47826086956522'}
{'fr': '56.52173913043478', 'sk': '43.47826086956522'}
{'fr': '43.333333333333336', 'sk': '56.666666666666664'}
{'fr': '41.269841269841265', 'sk': '58.730158730158735'}
{'fr': '41.6', 'sk': '58.4'}
{'fr': '67.53246753246754', 'sk': '32.467532467532465'}
{'fr': '44.44444444444444', 'sl': '55.55555555555556'}
{'fr': '54.736842105263165', 'sl': '45.263157894736835'}
{'fr': '43.333333333333336', 'sl': '56.666666666666664'}
{'fr': '26.804123711340207', 'sl': '73.19587628865979'}
{'fr': '54.166666666666664', 'sl': '45.833333333333336'}
{'fr': '60.46511627906976', 'sl': '39.53488372093024'}
{'fr': '41.935483870967744', 'sl': '58.064516129032256'}
{'fr': '50.98039215686274', 'sl': '49.01960784313726'}
{'fr': '69.33333333333334', 'sl': '30.666666666666657'}
{'fr': '66.66666666666666', 'sl': '33.33333333333334'}
{'fr': '35.13513513513514', 'it': '64.86486486486487'}
{'fr': '52.52525252525253', 'it': '47.47474747474747'}
{'fr': '55.91397849462365', 'it': '44.08602150537635'}
{'fr': '48.148148148148145', 'it': '51.851851851851855'}
{'fr': '44.44444444444444', 'it': '55.55555555555556'}
{'fr': '28.415300546448087', 'it': '71.5846994535519'}
{'fr': '49.056603773584904', 'it': '50.943396226415096'}
{'fr': '68.42105263157895', 'it': '31.578947368421055'}
{'fr': '64.19753086419753', 'it': '35.80246913580247'}
{'fr': '48.148148148148145', 'it': '51.851851851851855'}
{'fr': '66.66666666666666', 'de': '33.33333333333334'}
{'fr': '49.056603773584904', 'de': '50.943396226415096'}
{'fr': '65.82278481012658', 'de': '34.17721518987342'}
{'fr': '61.1764705882353', 'de': '38.8235294117647'}
{'fr': '35.374149659863946', 'de': '64.62585034013605'}
{'fr': '50.0', 'de': '50.0'}
{'fr': '69.33333333333334', 'de': '30.666666666666657'}
{'fr': '28.10810810810811', 'de': '71.89189189189189'}
{'fr': '65.0', 'de': '35.0'}
{'fr': '61.1764705882353', 'de': '38.8235294117647'}
{'fr': '63.41463414634146', 'es': '36.58536585365854'}
{'fr': '41.269841269841265', 'es': '58.730158730158735'}
{'fr': '57.77777777777777', 'es': '42.22222222222223'}
{'fr': '68.42105263157895', 'es': '31.578947368421055'}
{'fr': '36.87943262411347', 'es': '63.12056737588653'}
{'fr': '41.935483870967744', 'es': '58.064516129032256'}
{'fr': '49.523809523809526', 'es': '50.476190476190474'}
{'fr': '51.48514851485149', 'es': '48.51485148514851'}
{'fr': '54.736842105263165', 'es': '45.263157894736835'}
{'fr': '57.77777777777777', 'es': '42.22222222222223'}
{'fr': '67.53246753246754', 'nl': '32.467532467532465'}
{'fr': '58.42696629213483', 'nl': '41.57303370786517'}
{'fr': '57.77777777777777', 'nl': '42.22222222222223'}
{'fr': '24.880382775119617', 'nl': '75.11961722488039'}
{'fr': '64.19753086419753', 'nl': '35.80246913580247'}
{'fr': '63.41463414634146', 'nl': '36.58536585365854'}
{'fr': '66.66666666666666', 'nl': '33.33333333333334'}
{'fr': '52.52525252525253', 'nl': '47.47474747474747'}
{'fr': '66.66666666666666', 'nl': '33.33333333333334'}
{'fr': '67.53246753246754', 'nl': '32.467532467532465'}
{'fr': '30.952380952380953', 'en': '69.04761904761905'}
{'fr': '57.77777777777777', 'en': '42.22222222222223'}
{'fr': '35.86206896551724', 'en': '64.13793103448276'}
{'fr': '57.77777777777777', 'en': '42.22222222222223'}
{'fr': '65.0', 'en': '35.0'}
{'fr': '50.0', 'en': '50.0'}
{'fr': '57.77777777777777', 'en': '42.22222222222223'}
{'fr': '62.65060240963856', 'en': '37.34939759036144'}
{'fr': '45.21739130434783', 'en': '54.78260869565217'}
{'fr': '64.19753086419753', 'en': '35.80246913580247'}
{'fr': '45.833333333333336'}
{'fr': '37.34939759036144'}
{'fr': '28.76712328767124'}
{'fr': '40.90909090909091'}
{'fr': '44.680851063829785'}
{'fr': '62.589928057553955'}
{'fr': '57.02479338842975'}
{'fr': '36.58536585365854'}
{'fr': '49.51456310679612'}
{'fr': '81.69014084507042'}
{'fr': '66.66666666666666', 'sk': '33.33333333333334'}
{'fr': '66.66666666666666', 'sk': '33.33333333333334'}
{'fr': '69.33333333333334', 'sk': '30.666666666666657'}
{'fr': '47.706422018348626', 'sk': '52.293577981651374'}
{'fr': '45.21739130434783', 'sk': '54.78260869565217'}
{'fr': '69.33333333333334', 'sk': '30.666666666666657'}
{'fr': '65.0', 'sk': '35.0'}
{'fr': '40.94488188976378', 'sk': '59.05511811023622'}
{'fr': '65.82278481012658', 'sk': '34.17721518987342'}
{'fr': '66.66666666666666', 'sk': '33.33333333333334'}
{'fr': '52.52525252525253', 'sl': '47.47474747474747'}
{'fr': '51.48514851485149', 'sl': '48.51485148514851'}
{'fr': '39.39393939393939', 'sl': '60.60606060606061'}
{'fr': '69.33333333333334', 'sl': '30.666666666666657'}
{'fr': '45.21739130434783', 'sl': '54.78260869565217'}
{'fr': '55.319148936170215', 'sl': '44.680851063829785'}
{'fr': '50.0', 'sl': '50.0'}
{'fr': '41.6', 'sl': '58.4'}
{'fr': '56.52173913043478', 'sl': '43.47826086956522'}
{'fr': '25.365853658536587', 'sl': '74.6341463414634'}
{'fr': '44.44444444444444', 'it': '55.55555555555556'}
{'fr': '18.374558303886925', 'it': '81.62544169611307'}
{'fr': '50.0', 'it': '50.0'}
{'fr': '42.27642276422765', 'it': '57.72357723577235'}
{'fr': '51.48514851485149', 'it': '48.51485148514851'}
{'fr': '33.33333333333333', 'it': '66.66666666666667'}
{'fr': '61.1764705882353', 'it': '38.8235294117647'}
{'fr': '59.77011494252874', 'it': '40.22988505747126'}
{'fr': '70.27027027027027', 'it': '29.729729729729726'}
{'fr': '50.0', 'it': '50.0'}
{'fr': '57.14285714285714', 'de': '42.85714285714286'}
{'fr': '65.82278481012658', 'de': '34.17721518987342'}
{'fr': '57.77777777777777', 'de': '42.22222222222223'}
{'fr': '28.57142857142857', 'de': '71.42857142857143'}
{'fr': '34.21052631578947', 'de': '65.78947368421052'}
{'fr': '37.410071942446045', 'de': '62.589928057553955'}
{'fr': '57.14285714285714', 'de': '42.85714285714286'}
{'fr': '59.09090909090909', 'de': '40.90909090909091'}
{'fr': '45.21739130434783', 'de': '54.78260869565217'}
{'fr': '56.52173913043478', 'de': '43.47826086956522'}
{'fr': '25.365853658536587', 'es': '74.6341463414634'}
{'fr': '68.42105263157895', 'es': '31.578947368421055'}
{'fr': '31.32530120481928', 'es': '68.67469879518072'}
{'fr': '25.120772946859905', 'es': '74.8792270531401'}
{'fr': '56.52173913043478', 'es': '43.47826086956522'}
{'fr': '61.1764705882353', 'es': '38.8235294117647'}
{'fr': '67.53246753246754', 'es': '32.467532467532465'}
{'fr': '37.410071942446045', 'es': '62.589928057553955'}
{'fr': '53.06122448979592', 'es': '46.93877551020408'}
{'fr': '61.1764705882353', 'es': '38.8235294117647'}
{'fr': '55.319148936170215', 'nl': '44.680851063829785'}
{'fr': '61.1764705882353', 'nl': '38.8235294117647'}
{'fr': '61.1764705882353', 'nl': '38.8235294117647'}
{'fr': '32.098765432098766', 'nl': '67.90123456790124'}
{'fr': '50.98039215686274', 'nl': '49.01960784313726'}
{'fr': '65.0', 'nl': '35.0'}
{'fr': '50.0', 'nl': '50.0'}
{'fr': '46.846846846846844', 'nl': '53.153153153153156'}
{'fr': '67.53246753246754', 'nl': '32.467532467532465'}
{'fr': '40.0', 'nl': '60.0'}
{'fr': '67.1875', 'en': '32.8125'}
{'fr': '27.044025157232703', 'en': '72.95597484276729'}
{'fr': '50.0', 'en': '50.0'}
{'fr': '38.392857142857146', 'en': '61.607142857142854'}
{'fr': '50.0', 'en': '50.0'}
{'fr': '65.15151515151516', 'en': '34.848484848484844'}
{'fr': '43.0', 'en': '57.0'}
{'fr': '45.744680851063826', 'en': '54.255319148936174'}
{'fr': '43.0', 'en': '57.0'}
{'fr': '26.70807453416149', 'en': '73.29192546583852'}
{'fr': '46.73913043478261', 'sk': '53.26086956521739'}
{'fr': '50.588235294117645', 'sk': '49.411764705882355'}
{'fr': '57.333333333333336', 'sk': '42.666666666666664'}
{'fr': '34.4', 'sk': '65.6'}
{'fr': '43.0', 'sk': '57.0'}
{'fr': '67.1875', 'sk': '32.8125'}
{'fr': '59.72222222222222', 'sk': '40.27777777777778'}
{'fr': '61.42857142857143', 'sk': '38.57142857142857'}
{'fr': '42.57425742574257', 'sk': '57.42574257425743'}
{'fr': '43.0', 'sk': '57.0'}
{'fr': '48.31460674157304', 'sl': '51.68539325842696'}
{'fr': '63.23529411764706', 'sl': '36.76470588235294'}
{'fr': '39.09090909090909', 'sl': '60.90909090909091'}
{'fr': '30.714285714285715', 'sl': '69.28571428571428'}
{'fr': '45.26315789473684', 'sl': '54.73684210526316'}
{'fr': '49.42528735632184', 'sl': '50.57471264367816'}
{'fr': '50.0', 'sl': '50.0'}
{'fr': '30.714285714285715', 'sl': '69.28571428571428'}
{'fr': '63.23529411764706', 'sl': '36.76470588235294'}
{'fr': '41.34615384615385', 'sl': '58.65384615384615'}
{'fr': '57.333333333333336', 'it': '42.666666666666664'}
{'fr': '14.144736842105262', 'it': '85.85526315789474'}
{'fr': '29.45205479452055', 'it': '70.54794520547945'}
{'fr': '63.23529411764706', 'it': '36.76470588235294'}
{'fr': '49.42528735632184', 'it': '50.57471264367816'}
{'fr': '40.56603773584906', 'it': '59.43396226415094'}
{'fr': '64.17910447761194', 'it': '35.82089552238806'}
{'fr': '59.72222222222222', 'it': '40.27777777777778'}
{'fr': '30.935251798561154', 'it': '69.06474820143885'}
{'fr': '11.716621253405995', 'it': '88.28337874659401'}
{'fr': '13.564668769716087', 'de': '86.43533123028391'}
{'fr': '56.57894736842105', 'de': '43.42105263157895'}
{'fr': '27.388535031847134', 'de': '72.61146496815286'}
{'fr': '49.42528735632184', 'de': '50.57471264367816'}
{'fr': '52.4390243902439', 'de': '47.5609756097561'}
{'fr': '52.4390243902439', 'de': '47.5609756097561'}
{'fr': '55.84415584415584', 'de': '44.15584415584416'}
{'fr': '33.33333333333333', 'de': '66.66666666666667'}
{'fr': '68.25396825396825', 'de': '31.746031746031747'}
{'fr': '47.77777777777778', 'de': '52.22222222222222'}
{'fr': '61.42857142857143', 'es': '38.57142857142857'}
{'fr': '27.21518987341772', 'es': '72.78481012658227'}
{'fr': '39.09090909090909', 'es': '60.90909090909091'}
{'fr': '22.279792746113987', 'es': '77.72020725388602'}
{'fr': '48.86363636363637', 'es': '51.13636363636363'}
{'fr': '25.903614457831324', 'es': '74.09638554216868'}
{'fr': '40.95238095238095', 'es': '59.04761904761905'}
{'fr': '34.12698412698413', 'es': '65.87301587301587'}
{'fr': '17.063492063492063', 'es': '82.93650793650794'}
{'fr': '66.15384615384615', 'es': '33.846153846153854'}
{'fr': '18.067226890756302', 'nl': '81.9327731092437'}
{'fr': '56.57894736842105', 'nl': '43.42105263157895'}
{'fr': '53.086419753086425', 'nl': '46.913580246913575'}
{'fr': '70.49180327868852', 'nl': '29.508196721311478'}
{'fr': '31.15942028985507', 'nl': '68.84057971014494'}
{'fr': '60.56338028169014', 'nl': '39.43661971830986'}
{'fr': '39.44954128440367', 'nl': '60.55045871559633'}
{'fr': '48.31460674157304', 'nl': '51.68539325842696'}
{'fr': '32.33082706766917', 'nl': '67.66917293233084'}
{'fr': '42.57425742574257', 'nl': '57.42574257425743'}
{'fr': '29.655172413793103', 'en': '70.34482758620689'}
{'fr': '52.4390243902439', 'en': '47.5609756097561'}
{'fr': '46.236559139784944', 'en': '53.763440860215056'}
{'fr': '18.220338983050848', 'en': '81.77966101694915'}
{'fr': '32.33082706766917', 'en': '67.66917293233084'}
{'fr': '44.79166666666667', 'en': '55.20833333333333'}
{'fr': '48.86363636363637', 'en': '51.13636363636363'}
{'fr': '13.354037267080745', 'en': '86.64596273291926'}
{'fr': '45.26315789473684', 'en': '54.73684210526316'}
{'fr': '62.31884057971014', 'en': '37.68115942028986'}
{'fr': '76.24309392265194'}
{'fr': '45.56962025316456'}
{'fr': '37.68115942028986'}
{'fr': '73.61963190184049'}
{'fr': '39.43661971830986'}
{'fr': '49.411764705882355'}
{'fr': '44.15584415584416'}
{'fr': '38.57142857142857'}
{'fr': '40.27777777777778'}
{'fr': '53.763440860215056'}
{'fr': '47.25274725274725', 'sk': '52.74725274725275'}
{'fr': '32.08955223880597', 'sk': '67.91044776119404'}
{'fr': '49.42528735632184', 'sk': '50.57471264367816'}
{'fr': '30.49645390070922', 'sk': '69.50354609929079'}
{'fr': '33.85826771653544', 'sk': '66.14173228346456'}
{'fr': '35.53719008264463', 'sk': '64.46280991735537'}
{'fr': '54.43037974683544', 'sk': '45.56962025316456'}
{'fr': '52.4390243902439', 'sk': '47.5609756097561'}
{'fr': '54.43037974683544', 'sk': '45.56962025316456'}
{'fr': '43.0', 'sk': '57.0'}
{'fr': '36.75213675213676', 'sl': '63.24786324786324'}
{'fr': '63.23529411764706', 'sl': '36.76470588235294'}
{'fr': '39.44954128440367', 'sl': '60.55045871559633'}
{'fr': '39.81481481481482', 'sl': '60.18518518518518'}
{'fr': '46.236559139784944', 'sl': '53.763440860215056'}
{'fr': '36.75213675213676', 'sl': '63.24786324786324'}
{'fr': '41.34615384615385', 'sl': '58.65384615384615'}
{'fr': '41.34615384615385', 'sl': '58.65384615384615'}
{'fr': '49.42528735632184', 'sl': '50.57471264367816'}
{'fr': '37.719298245614034', 'sl': '62.280701754385966'}
{'fr': '53.086419753086425', 'it': '46.913580246913575'}
{'fr': '69.35483870967742', 'it': '30.645161290322577'}
{'fr': '58.108108108108105', 'it': '41.891891891891895'}
{'fr': '35.24590163934426', 'it': '64.75409836065575'}
{'fr': '59.72222222222222', 'it': '40.27777777777778'}
{'fr': '50.0', 'it': '50.0'}
{'fr': '59.72222222222222', 'it': '40.27777777777778'}
{'fr': '66.15384615384615', 'it': '33.846153846153854'}
{'fr': '51.19047619047619', 'it': '48.80952380952381'}
{'fr': '65.15151515151516', 'it': '34.848484848484844'}
{'fr': '21.71717171717172', 'de': '78.28282828282828'}
{'fr': '60.56338028169014', 'de': '39.43661971830986'}
{'fr': '72.88135593220339', 'de': '27.11864406779661'}
{'fr': '65.15151515151516', 'de': '34.848484848484844'}
{'fr': '47.77777777777778', 'de': '52.22222222222222'}
{'fr': '35.53719008264463', 'de': '64.46280991735537'}
{'fr': '36.134453781512605', 'de': '63.865546218487395'}
{'fr': '57.333333333333336', 'de': '42.666666666666664'}
{'fr': '76.78571428571429', 'de': '23.214285714285708'}
{'fr': '67.1875', 'de': '32.8125'}
{'fr': '26.060606060606062', 'es': '73.93939393939394'}
{'fr': '23.369565217391305', 'es': '76.63043478260869'}
{'fr': '62.31884057971014', 'es': '37.68115942028986'}
{'fr': '54.43037974683544', 'es': '45.56962025316456'}
